cid,smiles,bioactivity,type,value (nM)
127024565,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)CC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,15.0
90038234,C1CC1NC2=NC3=C(C=NC(=C3)C#N)N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F,Active,IC50,15.0
127024252,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCC(CC3)C(=O)C4=CC(=CC(=C4)F)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,16.0
90038632,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)(F)F,Active,IC50,16.0
166635525,CC(C)NC1=NC2=C(C=CN(C2)C(=O)C)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,Ki,16.0
118320399,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@H]3CCOC3)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,16.5
90039456,C1CC1NC2=NC3=C(C=NC(=C3)C#N)N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F,Active,IC50,17.0
127024834,C1CC1NC2=NC3=C(C=NC(=C3)C#N)N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,17.0
127024293,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,18.0
127024294,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,18.0
118310248,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F.C(=O)(C(F)(F)F)O,Active,EC50,18.5
127024832,C1CC1NC2=NC3=CC=CC=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,19.0
155555998,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,19.0
127024291,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=NC4=CN=NC=C4N=C3NC5CC5)F.C(=O)(C(F)(F)F)O,Active,IC50,20.0
90037662,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,20.0
118308594,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)F,Active,IC50,20.0
127024735,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,20.0
127024452,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,21.0
127024503,CC[C@H](C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,21.0
155536861,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,21.0
155553228,COC1=CC(=C(C=C1)C(=O)C2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5)F.C(=O)(C(F)(F)F)O,Active,IC50,21.0
118310187,CC1=CC2=C(C=N1)N=C(C(=N2)NC3COC3)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,21.9
127024446,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)NC6CC6.C(=O)(C(F)(F)F)O,Active,IC50,22.0
122420746,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)NC6CC6,Active,IC50,22.0
127024639,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,22.0
90039351,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F)NC6CC6,Active,IC50,23.0
127024778,C1CN(C1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F)NC6CC6.C(=O)(C(F)(F)F)O,Active,IC50,23.0
127024159,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,24.0
127024606,C1CC1NC2=NC3=C(C=C(C=C3)C#N)N=C2N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,24.0
118308533,C1CC1NC2=NC3=C(C=C(N=C3)C#N)N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F,Active,IC50,24.0
127024116,CC(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)CC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,26.0
127024593,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F)C(=O)N6CCC6F,Active,IC50,26.0
127024594,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,26.0
127024823,C1CC1NC2=NC3=C(C=CN=C3)N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,27.0
127024469,CC(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)C(=O)C4=CC(=CC(=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,28.0
127024110,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,29.0
127024158,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F)Br.C(=O)(C(F)(F)F)O,Active,IC50,29.0
127024288,C1CC1NC2=NC3=C(C=CC(=C3)C#N)N=C2N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,29.0
127024341,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,29.0
127024456,COC1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)CC4=C(C=C(C=C4)F)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,29.0
127024696,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,29.0
127024289,COCCNC1=NC2=C(C=NC=C2)N=C1N3CCC(CC3)CC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,30.0
90038509,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,30.0
127024564,CC[C@@H](C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,30.0
118320407,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,30.1
90037926,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F)Cl,Active,IC50,31.0
155512341,CC1=C2C(=CN=N1)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,31.0
150213019,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,31.62
127024345,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,32.0
127024776,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(=O)C5=C(C=CC(=C5)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,35.0
118308624,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=NC4=CN=NC=C4N=C3NC5CC5)F,Active,IC50,36.0
118310240,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F,Active,EC50,37.3
127024402,CCNC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,39.0
135349187,CC1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(C=CN=C4)OC,Active,EC50,39.81
150179508,COC1=C(C=NC=C1)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
135349223,COC1=C(C=NC=C1)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,39.81
147648701,CC1=NC=C(C(=N1)OC)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
153518596,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=CC=CC5=C4OCC5,Active,EC50,39.81
152544106,CN(C)C(=O)C1=CC(=C(C=C1C#N)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,39.81
149842323,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
152619965,CCN1C(=C(C=N1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,39.81
135349194,CC1=NC(=CC=C1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
151930306,CN1C=CC=C(C1=O)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
118310194,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)OC(F)F)F,Active,EC50,39.9
127024563,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCN(CC3)CC4=C(C=C(C=C4)F)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,40.0
155525846,COC1=CC(=C(C=C1)C(=O)C2CCN(CC2)C3=NC4=C(C=CN=C4C#N)N=C3NC5CC5)F.C(=O)(C(F)(F)F)O,Active,IC50,43.0
127024302,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCN(CC3)CC4=CC(=CC=C4)OC.C(=O)(C(F)(F)F)O,Active,IC50,44.0
127024604,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=NC=C4)N=C3NC5CC5)F.C(=O)(C(F)(F)F)O,Active,IC50,44.0
118308547,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)(F)F,Active,IC50,45.0
90038494,C1CC1NC2=NC3=C(C=C(N=C3)C#N)N=C2N4CCC(CC4)[C@@H](C5=C(C=C(C=C5)F)F)F,Active,IC50,45.0
118308672,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(C5=C(C=CC(=C5)Cl)F)(F)F,Active,IC50,46.0
118310219,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@@H]3CCOC3)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,47.9
118310241,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,48.2
122420743,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F,Active,IC50,49.0
118310237,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)F)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,49.4
118320404,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,49.6
127024284,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=CC(=C(C=C5F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,50.0
151132488,CC1=NC(=C(C=C1)C(=O)NC2=C(C=C(C(=C2)C#N)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,50.12
150276279,CN(C)C(=O)C1=NC=C(C(=C1)NC(=O)C2=C(C=CN=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
135349201,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=N3)C#N)NC(=O)C4=CC=CC=N4,Active,EC50,50.12
151568344,COC1=CC(=C(C=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)F)F,Active,EC50,50.12
135349383,COC1=C(C=C(C=C1)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
151941238,CC1=NC(=C(C=C1)NC(=O)C2=C(C=CN=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
150184191,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=C(N=CC=C4)OC(F)F,Active,EC50,50.12
151056859,COC1=CC=CC=C1C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
149160861,COCC1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,50.12
151434957,CC1=C(N=CC=C1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
151603186,COC1=C(C=C(C=N1)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
152205734,CN(C)C(=O)C1=CC(=C(C=C1C#N)NC(=O)C2=C(N=CC=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
149788140,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=N3)C#N)NC(=O)C4=NC=CC(=C4)Cl,Active,EC50,50.12
151702106,COC1=C(C=NC=C1)C(=O)NC2=C(C=C(C=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
152453354,CC1=NC(=C(C=C1)F)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
147685309,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
135349206,COC1=C(C=C(C=N1)F)C(=O)NC2=C(N=C(C=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
151137757,COC1=C(C=CC=N1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=CC=C(C=C4)F,Active,EC50,50.12
151085395,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)OC)F,Active,EC50,50.12
155532393,CC(C)NC1=NC2=CC=CC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)Cl)F.Cl,Active,IC50,51.0
118310241,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,52.3
118308572,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,EC50,53.0
127024343,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)C(=O)C4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,54.0
127024451,C1CC1NC2=NC3=C(C=CN=C3)N=C2N4CCC(CC4)OC5=C(C=C(C=C5)O)F.C(=O)(C(F)(F)F)O,Active,IC50,54.0
90038218,CN(C)C(=O)C1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F,Active,IC50,54.0
155563953,CN1CCN(CC1)C(=O)C2=NC=C3C(=C2)N=C(C(=N3)N4CCC(CC4)C(=O)C5=C(C=CC(=C5)C#N)F)NC6CC6.C(=O)(C(F)(F)F)O,Active,IC50,54.0
118308625,C1CC1NC2=NC3=C(C=CN=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,EC50,55.0
127024449,C1CC1NC2=NC3=C(C=CN=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,56.0
118310209,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCN(CC3)CC4=C(C=C(C=C4)F)F,Active,EC50,59.4
90038968,CC1=C2C(=C(N=N1)C)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,60.0
118310246,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)F)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,61.4
127024149,C1CC1NC2=NC3=C(C=NC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,62.0
127024705,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(=O)C5=C(C=CC(=C5)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,62.0
155534644,C1CC1NC2=NC3=C(C=NC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F)Cl.C(=O)(C(F)(F)F)O,Active,IC50,62.0
118320506,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC(F)F)F,Active,EC50,62.6
118159164,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Active,EC50,63.1
152071950,COC1=C(C=CC=N1)C(=O)NC2=C(N=NC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
151352667,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=C(C=C(C=C3)S(=O)(=O)C)NC(=O)C4=CN(N=C4OC)CCF)F,Active,EC50,63.1
150025072,CN(C)C(=O)C1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,63.1
135349300,CN1C=CC=C(C1=O)C(=O)NC2=C(C=C(C=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
135349245,COC1=C(C=CC(=C1)F)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
135349198,COC1=C(C=CC=N1)C(=O)NC2=C(C=NC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
150143037,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)C(C4=C(C=CC(=C4)F)F)F,Active,EC50,63.1
151457562,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F,Active,EC50,63.1
150237135,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)CC4=C(C=C(C=C4)OC)F,Active,EC50,63.1
151694943,COC1=C(C=CC(=C1)Cl)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
150422694,COC1=CSC=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
151998625,CC1=NC=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
151851266,COCC1=CC(=C(N=C1)N2CCN(CC2)CC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,63.1
152339249,CN1C=CC=C(C1=O)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)Cl,Active,EC50,63.1
151597598,COC1=NC(=CN=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
150615924,COC1=C(SC=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
135349440,CCCNC(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,63.1
137359492,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Active,EC50,63.1
127024463,C1CC1NC2=NC3=C(C=C(C=C3)C#N)N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,64.0
127024566,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NCC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,65.0
127024694,C1CC1NC2=NC3=C(C(=NC=C3)C#N)N=C2N4CCN(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,66.0
118310193,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC(C)C,Active,EC50,66.4
127024704,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(=O)C5=CC=CC=C5Cl.C(=O)(C(F)(F)F)O,Active,IC50,67.0
127024552,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(=O)C5=C(C=CC(=C5)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,69.0
118320528,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,69.3
90038811,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCC(F)F,Active,IC50,71.0
127024253,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,72.0
127024559,C1CC1NC2=NC3=C(C=C(C=C3)F)N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,72.0
127024736,C1CC1NC2=NC3=C(C=C(C=C3)C#N)N=C2N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,75.0
118320528,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,75.2
118320504,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Active,EC50,76.3
90037616,C1CN(CCC1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=NC=C4)N=C3NCC(F)F,Active,IC50,78.0
127024592,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(=O)C5=CC=CC=C5Br.C(=O)(C(F)(F)F)O,Active,IC50,78.0
151229180,COC1=CC=CC(=C1OC)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
152491623,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=CC(=C4)F)F,Active,EC50,79.43
150552524,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4F)Cl)F,Active,EC50,79.43
135349311,CN(C)C(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,79.43
149864832,[2H]C([2H])([2H])N(C(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC)C([2H])([2H])[2H],Active,EC50,79.43
135349264,COC1=C(C=CC=N1)C(=O)NC2=C(C=C(C(=C2)C#N)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
151138887,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC(=C(C=C4)F)F,Active,EC50,79.43
135349214,CC1=CC(=C(C=N1)NC(=O)C2=C(C=CN=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
151453294,CC1=CC(=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,79.43
151329422,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4)Cl)F,Active,EC50,79.43
152131384,CC1=NC(=C(C=C1)C(=O)NC2=CN=C(N=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C)OC,Active,EC50,79.43
135349265,CC1=C(C=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)F,Active,EC50,79.43
152331503,COC1=C(C=CC=N1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
150822882,COC1=NC=NC=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
149713532,COC1=CN=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
