cid,smiles,bioactivity,type,value (nM)
127024763,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=CC=CC=C4N=C3NC5=NC=CN=C5.C(=O)(C(F)(F)F)O,Active,IC50,2340
127024764,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=CC=CC=C4N=C3NC5=NN=CC=C5.C(=O)(C(F)(F)F)O,Active,IC50,1670
127024758,C1CN(CCN1CC2=CC(=C(C=C2F)F)F)C3=NC4=C(C=NC=C4)N=C3NC5=CN=CC=C5.C(=O)(C(F)(F)F)O,Active,IC50,400
127024650,C1CN(CCN1CC2=CC(=CC=C2)Cl)C3=NC4=C(N=CC=C4)N=C3NC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,IC50,7670
166635525,CC(C)NC1=NC2=C(C=CN(C2)C(=O)C)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,Ki,16
118320399,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@H]3CCOC3)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,16.5
127024649,C1CN(CCN1CC2=CC(=CC=C2)Cl)C3=NC4=CC=CC=C4N=C3NC5=CC=C(C=C5)Br.C(=O)(C(F)(F)F)O,Active,IC50,3030
127024461,C1CN(CCN1CC2=CC(=CC=C2)Cl)C3=NC4=CC=CC=C4N=C3NC5=CC=C(C=C5)F.C(=O)(C(F)(F)F)O,Active,IC50,5730
127024504,C1CN(CCN1CC2=CC(=CC=C2)Cl)C3=NC4=CC=CC=C4N=C3NC5=CN=CC=C5.C(=O)(C(F)(F)F)O,Active,IC50,1200
9966063,C1CN2C(=N1)SSC2=NC(=O)C3=C(C=C(C=C3)F)F,Active,IC50,190
118310248,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F.C(=O)(C(F)(F)F)O,Active,EC50,18.5
9966063,C1CN2C(=N1)SSC2=NC(=O)C3=C(C=C(C=C3)F)F,Active,IC50,410
10224726,C1CN2C(=N1)SSC2=NC(=O)C3=C(N(N=C3)C4=CC=C(C=C4)Cl)C(F)(F)F,Active,IC50,189.7
9856954,C1CN2C(=N1)SSC2=NC(=O)C3=CC(=CC=C3)F,Active,IC50,220
9856954,C1CN2C(=N1)SSC2=NC(=O)C3=CC(=CC=C3)F,Active,IC50,240
9967340,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)C(F)(F)F,Active,IC50,170
9967340,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)C(F)(F)F,Active,IC50,570
9944074,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)Cl,Active,IC50,270
9944074,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)Cl,Active,IC50,640
9965548,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)F,Active,IC50,200
9965548,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)F,Active,IC50,370
118310187,CC1=CC2=C(C=N1)N=C(C(=N2)NC3COC3)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,21.9
5142438,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC=C3,Active,IC50,170
5142438,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC=C3,Active,IC50,440
9856955,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC=C3F,Active,IC50,100
9856955,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC=C3F,Active,IC50,350
10267725,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC4=CC=CC=C43,Active,IC50,130
10267725,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC4=CC=CC=C43,Active,IC50,450
9921301,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CO3,Active,IC50,110
9921301,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CO3,Active,IC50,250
9860209,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CS3,Active,IC50,100
9860209,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CS3,Active,IC50,420
9878257,C1CN2C(=N1)SSC2=NC(=O)C3=CC=NO3,Active,IC50,100
9878257,C1CN2C(=N1)SSC2=NC(=O)C3=CC=NO3,Active,IC50,330
10267726,C1CN2C(=N1)SSC2=NC(=O)C3=CC4=CC=CC=C4C=C3,Active,IC50,170
9966813,C1CN2C(=N1)SSC2=NC(=O)C3=CC4=CC=CC=C4S3,Active,IC50,130
9966813,C1CN2C(=N1)SSC2=NC(=O)C3=CC4=CC=CC=C4S3,Active,IC50,190
9835042,C1CN2C(=N1)SSC2=NC(=O)C3=CN=CC=C3,Active,IC50,133
9835042,C1CN2C(=N1)SSC2=NC(=O)C3=CN=CC=C3,Active,IC50,670
127024241,C1COCCC1NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,4070
90038865,CC(=O)C1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,1740
118159164,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Active,IC50,0.0587
118159164,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Active,IC50,505
118159164,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Inactive,IC50,58700
118320407,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,30.1
118159309,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)(F)F,Active,IC50,0.0359
118159309,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)(F)F,Inactive,IC50,35900
150213019,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,31.62
118159301,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)O,Active,IC50,0.0615
118159301,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)O,Active,IC50,0.078
118159301,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)O,Inactive,IC50,61500
118310240,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F,Active,EC50,37.3
118159301,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)O,Inactive,IC50,78000
135349187,CC1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(C=CN=C4)OC,Active,EC50,39.81
150179508,COC1=C(C=NC=C1)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
135349223,COC1=C(C=NC=C1)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,39.81
147648701,CC1=NC=C(C(=N1)OC)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
153518596,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=CC=CC5=C4OCC5,Active,EC50,39.81
152544106,CN(C)C(=O)C1=CC(=C(C=C1C#N)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,39.81
149842323,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
152619965,CCN1C(=C(C=N1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,39.81
135349194,CC1=NC(=CC=C1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
151930306,CN1C=CC=C(C1=O)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,39.81
118310194,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)OC(F)F)F,Active,EC50,39.9
118159128,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)OC(=O)C,Active,IC50,0.1135
118159128,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)OC(=O)C,Active,IC50,0.6039
118159128,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)OC(=O)C,Inactive,IC50,113500
118159128,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC(C5)OC(=O)C,Inactive,IC50,603900
118159161,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CCC5,Active,IC50,0.055
118159161,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CCC5,Inactive,IC50,55000
118159166,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CCOC5,Active,IC50,1970
118310219,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@@H]3CCOC3)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,47.9
118310241,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,48.2
118159289,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NCC(F)F,Active,IC50,0.0497
118310237,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)F)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,49.4
118320404,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,49.6
118159289,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NCC(F)F,Inactive,IC50,49700
151132488,CC1=NC(=C(C=C1)C(=O)NC2=C(C=C(C(=C2)C#N)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,50.12
150276279,CN(C)C(=O)C1=NC=C(C(=C1)NC(=O)C2=C(C=CN=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
135349201,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=N3)C#N)NC(=O)C4=CC=CC=N4,Active,EC50,50.12
151568344,COC1=CC(=C(C=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)F)F,Active,EC50,50.12
135349383,COC1=C(C=C(C=C1)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
151941238,CC1=NC(=C(C=C1)NC(=O)C2=C(C=CN=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
150184191,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=C(N=CC=C4)OC(F)F,Active,EC50,50.12
151056859,COC1=CC=CC=C1C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
149160861,COCC1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,50.12
151434957,CC1=C(N=CC=C1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
151603186,COC1=C(C=C(C=N1)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
152205734,CN(C)C(=O)C1=CC(=C(C=C1C#N)NC(=O)C2=C(N=CC=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
149788140,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=N3)C#N)NC(=O)C4=NC=CC(=C4)Cl,Active,EC50,50.12
151702106,COC1=C(C=NC=C1)C(=O)NC2=C(C=C(C=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
152453354,CC1=NC(=C(C=C1)F)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
147685309,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
135349206,COC1=C(C=C(C=N1)F)C(=O)NC2=C(N=C(C=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,50.12
151137757,COC1=C(C=CC=N1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=CC=C(C=C4)F,Active,EC50,50.12
151085395,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)OC)F,Active,EC50,50.12
118159377,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)OC)F)NC5CCC5,Active,IC50,0.0199
118310241,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,52.3
118308572,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,EC50,53
118159377,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)OC)F)NC5CCC5,Inactive,IC50,19900
118159217,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Active,IC50,0.0632
118159217,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Inactive,IC50,63200
118159198,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Active,IC50,0.0978
118308625,C1CC1NC2=NC3=C(C=CN=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,EC50,55
118159198,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Inactive,IC50,97800
118310209,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCN(CC3)CC4=C(C=C(C=C4)F)F,Active,EC50,59.4
118159145,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC(C5)F,Active,IC50,0.1859
118310246,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)F)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,61.4
118159145,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC(C5)F,Inactive,IC50,185900
118159238,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC(C5)O,Active,IC50,0.122
118159238,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC(C5)O,Inactive,IC50,122000
118320506,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC(F)F)F,Active,EC50,62.6
118159164,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Active,EC50,63.1
152071950,COC1=C(C=CC=N1)C(=O)NC2=C(N=NC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
151352667,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=C(C=C(C=C3)S(=O)(=O)C)NC(=O)C4=CN(N=C4OC)CCF)F,Active,EC50,63.1
150025072,CN(C)C(=O)C1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,63.1
135349300,CN1C=CC=C(C1=O)C(=O)NC2=C(C=C(C=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
135349245,COC1=C(C=CC(=C1)F)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
135349198,COC1=C(C=CC=N1)C(=O)NC2=C(C=NC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
150143037,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)C(C4=C(C=CC(=C4)F)F)F,Active,EC50,63.1
151457562,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F,Active,EC50,63.1
150237135,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)CC4=C(C=C(C=C4)OC)F,Active,EC50,63.1
151694943,COC1=C(C=CC(=C1)Cl)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
150422694,COC1=CSC=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
151998625,CC1=NC=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
151851266,COCC1=CC(=C(N=C1)N2CCN(CC2)CC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,63.1
152339249,CN1C=CC=C(C1=O)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)Cl,Active,EC50,63.1
151597598,COC1=NC(=CN=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
150615924,COC1=C(SC=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,63.1
135349440,CCCNC(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,63.1
137359492,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Active,EC50,63.1
118159193,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC(C5)OC(=O)C,Active,IC50,0.2198
118159193,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC(C5)OC(=O)C,Inactive,IC50,219800
118159165,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CCC5,Active,IC50,0.0437
118310193,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC(C)C,Active,EC50,66.4
118159165,CC(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CCC5,Inactive,IC50,43700
118159402,CC(=O)N1CCC2=C(C1)N=C(C(=N2)NC3CCC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F,Active,IC50,0.012
118320528,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,69.3
118159402,CC(=O)N1CCC2=C(C1)N=C(C(=N2)NC3CCC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F,Inactive,IC50,12000
118159394,CC(=O)N1CCC2=C(C1)N=C(C(=N2)NCC(F)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,0.0115
118159394,CC(=O)N1CCC2=C(C1)N=C(C(=N2)NCC(F)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Inactive,IC50,11500
9923056,CC(C)(C)C1=CC=C(C=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,370
118320528,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC(C3)O)N4CCN(CC4)CC5=C(C=C(C=C5)F)F,Active,EC50,75.2
118320504,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Active,EC50,76.3
9923056,CC(C)(C)C1=CC=C(C=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,650
90039136,CC(C)(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,538
151229180,COC1=CC=CC(=C1OC)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
152491623,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=CC(=C4)F)F,Active,EC50,79.43
150552524,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4F)Cl)F,Active,EC50,79.43
135349311,CN(C)C(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,79.43
149864832,[2H]C([2H])([2H])N(C(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC)C([2H])([2H])[2H],Active,EC50,79.43
135349264,COC1=C(C=CC=N1)C(=O)NC2=C(C=C(C(=C2)C#N)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
151138887,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC(=C(C=C4)F)F,Active,EC50,79.43
135349214,CC1=CC(=C(C=N1)NC(=O)C2=C(C=CN=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
151453294,CC1=CC(=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,79.43
151329422,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4)Cl)F,Active,EC50,79.43
152131384,CC1=NC(=C(C=C1)C(=O)NC2=CN=C(N=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C)OC,Active,EC50,79.43
135349265,CC1=C(C=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)F,Active,EC50,79.43
152331503,COC1=C(C=CC=N1)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
150822882,COC1=NC=NC=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
149713532,COC1=CN=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
151857492,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC=C(C=C4)F,Active,EC50,79.43
149841454,COC1=CC(=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,79.43
151869043,CC1=CN=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
150900907,CC1=NC(=C(C=C1)C(=O)NC2=CN=C(N=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C#N)OC,Active,EC50,79.43
152270745,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F,Active,EC50,79.43
118310226,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC(C)C.C(=O)(C(F)(F)F)O,Active,EC50,80.1
118320492,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC(F)F)F,Active,EC50,81.4
118159229,CC(C)C(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC(C)C,Active,IC50,0.029
118159229,CC(C)C(=O)N1CCC2=C(C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC(C)C,Inactive,IC50,29000
127024821,CC(C)CCNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3980
91827633,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,88.2
127024819,CC(C)CNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6030
127024468,CC(C)NC1=CC(=CC(=C1)C(=O)C2CCN(CC2)C3=NC4=C(C=C(C=C4)C#N)N=C3NC(C)C)Cl,Active,IC50,276
122420763,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@@H](C4=C(C=C(C=C4)F)F)F,Active,IC50,82
166626675,CN(C)C(=O)C1=CC2=C(C=C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl)NC5CC5,Active,EC50,90
122420758,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@@H](C4=C(C=CC(=C4)F)F)F,Active,IC50,82
