,cid,smiles,bioactivity,type,value (nM),pIC50
164,127024447,CSc1ccc(F)c(C(=O)C2CCN(c3nc4cnccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,478.0,6.320572103387882
165,9923056,CC(C)(C)c1ccc(C(=O)N=C2SSC3=NCCN32)cc1,Active,IC50,510.0,6.292429823902063
166,9835741,COc1ccc(C(=O)N=C2SSC3=NCCN32)cc1,Active,IC50,520.0,6.2839966563652006
167,127024202,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3nc4ccccc4nc3NC3CC3)CC2)cc1.O=C(O)C(F)(F)F,Active,IC50,530.0,6.275724130399211
168,90039136,CC(C)(C)Nc1nc2cc(C#N)ncc2nc1N1CCC(Oc2ccc(F)cc2F)CC1,Active,IC50,538.0,6.269217724333611
169,127024602,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,570.0,6.2441251443275085
170,127024222,N#Cc1cccc2nc(NC3CC3)c(N3CCN(Cc4cc(Cl)ccc4Cl)CC3)nc12.O=C(O)C(F)(F)F,Active,IC50,650.0,6.187086643357144
171,90038095,COCCNc1nc2ccncc2nc1N1CCC(Oc2ccc(F)cc2F)CC1.O=C(O)C(F)(F)F,Active,IC50,670.0,6.173925197299173
172,155514894,COc1ccc(C(=O)C2CCN(c3nc4c(N5CCOCC5)nccc4nc3NC3CC3)CC2)c(F)c1.O=C(O)C(F)(F)F,Active,IC50,717.0,6.1444808443322
173,127024194,Cc1cc(C(=O)N2CCN(c3nc4ccccc4nc3NC3CC3)CC2)ccc1Cl.O=C(O)C(F)(F)F,Active,IC50,720.0,6.142667503568731
174,90038198,Cc1cc2nc(NC3CC3)c(N3CCC(Cn4cc(Cl)ccc4=O)CC3)nc2cn1,Active,IC50,770.0,6.113509274827518
175,155524412,Cc1cc2nc(NC3CC3)c(N3CCC(Cn4cc(Cl)ccc4=O)CC3)nc2cn1.O=C(O)C(F)(F)F,Active,IC50,770.0,6.113509274827518
176,127024418,Fc1cc2nc(NC3CC3)c(N3CCN(Cc4cc(Cl)ccc4Cl)CC3)nc2cc1F.O=C(O)C(F)(F)F,Active,IC50,800.0,6.096910013008056
177,90039111,Cc1cccc(CN2CCN(c3nc4ncccc4nc3NC3CC3)CC2)c1,Active,IC50,840.0,6.075720713938118
178,9965602,O=C(NC(=S)N1CCNC1=S)c1ccc(F)cc1,Active,IC50,865.0,6.062983892535186
179,90038741,N#Cc1ccc2nc(NC3CC3)c(N3CCC(Cn4cc(Cl)ccc4=O)CC3)nc2c1,Active,IC50,930.0,6.031517051446064
180,127024292,COc1ccc(CN2CCN(c3nc4cnc(C(=O)N(C)C)cc4nc3NC3CC3)CC2)c(F)c1.O=C(O)C(F)(F)F,Active,IC50,939.0,6.027334407733889
181,127024147,N#Cc1ccc2nc(NCCF)c(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,960.0,6.017728766960431
182,127024546,Cc1c(Cl)cc(F)cc1S(=O)(=O)N1CCN(c2nc3cc(C#N)ccc3nc2NC2CC2)CC1.O=C(O)C(F)(F)F,Active,IC50,960.0,6.017728766960431
183,90038724,COc1cccc(OC2CCN(c3nc4cnncc4nc3NC(C)C)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,1000.0,6.0
184,127024553,CCOc1ccc(OC2CCN(c3nc4cnccc4nc3NC3CC3)CC2)cc1.O=C(O)C(F)(F)F,Active,IC50,1023.0,5.99012436628784
185,90038163,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3nc4ccccc4nc3NC3CC3)CC2)c(Cl)c1,Active,IC50,1030.0,5.987162775294828
186,155518204,Fc1ccc(OC2CCN(c3nc4cnccc4nc3NC3CC3)CC2)c(F)c1.O=C(O)C(F)(F)F,Active,IC50,1100.0,5.958607314841775
187,127024773,Fc1ccc(F)c(OC2CCN(c3nc4cnccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,1100.0,5.958607314841775
188,118308530,Clc1ccc(Cl)c(CN2CCN(c3nc4ncccc4nc3NC3CC3)CC2)c1,Active,IC50,1130.0,5.94692155651658
189,127024504,Clc1cccc(CN2CCN(c3nc4ccccc4nc3Nc3cccnc3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,1200.0,5.920818753952375
190,9900928,O=C(NC(=S)N1CCNC1=S)c1ccc(Cl)cc1,Active,IC50,1210.0,5.917214629683549
191,127024285,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4Cl)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,1300.0,5.886056647693163
192,127024598,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4cc(C(F)(F)F)ccc4Cl)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,1360.0,5.866461091629782
193,127024297,Fc1ccc(OC2CCN(c3nc4cc(Br)ccc4nc3NC3CC3)CC2)c(F)c1.O=C(O)C(F)(F)F,Active,IC50,1430.0,5.844663962534938
194,127024600,Fc1ccc(F)c(CN2CCN(c3nc4cc(F)c(F)cc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,1470.0,5.8326826652518236
195,127024264,N#Cc1cccc2nc(N3CCN(Cc4cc(Cl)ccc4Cl)CC3)c(NC3CC3)nc12.O=C(O)C(F)(F)F,Active,IC50,1490.0,5.826813731587726
196,127024464,Clc1ccccc1OC1CCN(c2nc3cnccc3nc2NC2CC2)CC1.O=C(O)C(F)(F)F,Active,IC50,1510.0,5.821023052706831
197,127024762,C[C@@H](CO)Nc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1.O=C(O)C(F)(F)F,Active,IC50,1570.0,5.804100347590767
198,155525744,C[C@H](CO)Nc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1.O=C(O)C(F)(F)F,Active,IC50,1570.0,5.804100347590767
199,90038513,CN(C)C(=O)c1cc2nc(NC3CC3)c(N3CCN(C(=O)c4cc(F)ccc4Cl)CC3)nc2cn1,Active,IC50,1572.0,5.803547458296611
200,127024384,Clc1ccc(Cl)c(CN2CCN(c3nc4cccc(Br)c4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,1640.0,5.785156151952302
201,127024764,Clc1ccc(Cl)c(CN2CCN(c3nc4ccccc4nc3Nc3cccnn3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,1670.0,5.777283528852417
202,90038865,CC(=O)c1ccc(OC2CCN(c3nc4cnccc4nc3NC3CC3)CC2)cc1.O=C(O)C(F)(F)F,Active,IC50,1740.0,5.7594507517174005
203,90037835,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4ccccc4Br)CC3)nc2c1,Active,IC50,1850.0,5.732828271596986
204,127024160,COc1ccccc1C(=O)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1.O=C(O)C(F)(F)F,Active,IC50,1920.0,5.71669877129645
205,90038032,N#Cc1ccc(OC2CCN(c3nc4cnccc4nc3NC3CC3)CC2)cc1,Active,IC50,1940.0,5.7121982700697735
206,90039415,COCCCNc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1,Active,IC50,1940.0,5.7121982700697735
207,127024391,Clc1ccc(Cl)c(CN2CCN(c3nc4ccccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,2160.0,5.665546248849069
208,127024837,O=C(O)C(F)(F)F.O=C(c1c(F)cccc1F)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,2180.0,5.661543506395395
209,90038340,O=C(O)C(F)(F)F.O=C(c1ccsc1)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,2290.0,5.6401645176601125
210,127024248,Clc1ccc(Cl)c(CN2CCN(c3nc4ccc(Br)cc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,2340.0,5.630784142589857
211,127024763,Clc1ccc(Cl)c(CN2CCN(c3nc4ccccc4nc3Nc3cnccn3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,2340.0,5.630784142589857
212,9965300,O=C(NC(=S)N1CCNC1=S)c1cccs1,Active,IC50,2375.0,5.624336386039115
213,9879918,O=C(NC(=S)N1CCNC1=S)c1ccc2ccccc2c1,Active,IC50,2390.0,5.621602099051863
214,9836813,O=C(NC(=S)N1CCNC1=S)c1cc2ccccc2s1,Active,IC50,2390.0,5.621602099051863
215,9967985,Cc1onc(-c2ccccc2)c1C(=O)N=C1SSC2=NCCN21,Active,IC50,2460.0,5.609064892896621
216,127024687,N#Cc1cccc(S(=O)(=O)N2CCN(c3nc4cc(C#N)ccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,2540.0,5.5951662833800615
217,10131705,O=C(NC(=S)N1CCNC1=S)c1ccc(C(F)(F)F)cc1,Active,IC50,2610.0,5.583359492661719
218,127024453,O=C(O)C(F)(F)F.O=C(c1ccc(C(F)F)cc1)N1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,2650.0,5.576754126063192
219,127024777,O=C(O)C(F)(F)F.O=C(c1cccnc1Br)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,2740.0,5.562249437179612
220,127024706,Cl.O=C(c1cccc(F)c1Cl)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,2800.0,5.552841968657781
221,90038583,N#Cc1ccccc1OC1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,2883.0,5.540155357611792
222,155567731,N#Cc1ccccc1OC1CCN(c2nc3cnccc3nc2NC2CC2)CC1.O=C(O)C(F)(F)F,Active,IC50,2883.0,5.540155357611792
223,9835479,O=C(NC(=S)N1CCNC1=S)c1cccc(F)c1,Active,IC50,2905.0,5.536853863273651
224,127024649,Clc1cccc(CN2CCN(c3nc4ccccc4nc3Nc3ccc(Br)cc3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,3030.0,5.518557371497695
225,127024247,Clc1ccc(Cl)c(CN2CCN(c3nc4ccccc4nc3NCC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,3160.0,5.500312917381596
226,90038768,Cc1cc(C(=O)N2CCN(c3nc4ccccc4nc3NC3CC3)CC2)no1,Active,IC50,3210.0,5.493494967595128
227,127024651,Clc1ccc(Cl)c(CN2CCN(c3nc4ccccc4nc3Nc3ccccn3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,3290.0,5.482804102050025
228,127024820,CC(C)Nc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1.O=C(O)C(F)(F)F,Active,IC50,3310.0,5.480172006224281
229,127024196,CC(C)OCCNc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1.O=C(O)C(F)(F)F,Active,IC50,3330.0,5.47755576649368
230,127024448,COc1ccc2nc(N3CCN(Cc4cc(Cl)ccc4Cl)CC3)c(NC3CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,3360.0,5.4736607226101555
231,127024766,Cc1cccc(CN2CCN(c3nc4ccccc4nc3NC3CC3)CC2)c1C.O=C(O)C(F)(F)F,Active,IC50,3640.0,5.438898616350944
232,9835088,O=C(NC(=S)N1CCNC1=S)c1cccnc1,Active,IC50,3705.0,5.431211787684653
233,9835387,Cc1cccc(C(=O)NC(=S)N2CCNC2=S)c1,Active,IC50,3800.0,5.42021640338319
234,127024824,O=C(O)C(F)(F)F.O=C(c1c(Cl)ccc(F)c1F)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,3900.0,5.4089353929735005
235,90038419,c1ccc2nc(N3CCN(Cc4coc5ccccc45)CC3)c(NC3CC3)nc2c1,Active,IC50,3960.0,5.402304814074488
236,127024821,CC(C)CCNc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1.O=C(O)C(F)(F)F,Active,IC50,3980.0,5.400116927926312
237,127024241,Clc1ccc(Cl)c(CN2CCN(c3nc4ccccc4nc3NC3CCOCC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,4070.0,5.39040559077478
238,9878298,O=C(NC(=S)N1CCNC1=S)c1ccno1,Active,IC50,4130.0,5.384049948343598
239,127024547,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4ccc(OC(F)(F)F)cc4)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,4290.0,5.367542707815275
240,127024265,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4ccccc4C#N)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,4340.0,5.362510270487489
241,127024348,Fc1ccc(F)c(CN2CCN(c3nc4ccccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,4580.0,5.339134521996131
242,127024419,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4ccccc4F)CC3)nc2c1.O=C(O)C(F)(F)F,Active,IC50,4590.0,5.338187314462739
243,90038375,O=S(=O)(c1ccccc1)N1CCN(c2nc3ccccc3nc2Nc2cccnc2)CC1,Active,IC50,4630.0,5.334419008982047
244,90038235,Cc1ccc(S(=O)(=O)N2CCN(c3nc4cc(C#N)ccc4nc3NC3CC3)CC2)cc1,Active,IC50,4740.0,5.324221658325914
245,127024393,O=C(O)C(F)(F)F.O=C(c1ccc(F)c(Br)c1)N1CCN(c2nc3ccccc3nc2NC2CC2)CC1,Active,IC50,4780.0,5.320572103387882
246,127024126,Cl.O=C(c1csc(Cl)c1)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,4810.0,5.317854923626168
247,127024219,Clc1ccc(Cl)c(CN2CCN(c3nc4cc(Br)ccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,4820.0,5.31695296176115
248,90038404,O=C(c1c(F)cccc1Cl)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,4900.0,5.309803919971486
249,118308635,Cc1cc(C)c2nc(N3CCN(Cc4cc(Cl)ccc4Cl)CC3)c(NC3CC3)nc2c1,Active,IC50,5310.0,5.274905478918531
250,90039926,N#Cc1ccc(Nc2nc3ccccc3nc2N2CCN(Cc3cc(Cl)ccc3Cl)CC2)cc1,Active,IC50,5530.0,5.257274868695301
251,90037349,N#Cc1ccc2nc(NC3CC3)c(N3CCN(S(=O)(=O)c4cccc(Cl)c4)CC3)nc2c1,Active,IC50,5620.0,5.250263684430939
252,90037553,O=S(=O)(c1ccccc1)N1CCN(c2nc3ccccc3nc2NC2CC2)CC1,Active,IC50,5660.0,5.247183568811728
253,127024461,Fc1ccc(Nc2nc3ccccc3nc2N2CCN(Cc3cccc(Cl)c3)CC2)cc1.O=C(O)C(F)(F)F,Active,IC50,5730.0,5.24184537803261
254,127024732,Cc1ccccc1C(=O)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1.O=C(O)C(F)(F)F,Active,IC50,5780.0,5.2380721615794705
255,127024198,Clc1cc(CN2CCN(c3nc4ccccc4nc3NC3CC3)CC2)c(Cl)s1.O=C(O)C(F)(F)F,Active,IC50,6030.0,5.219682687859849
256,127024819,CC(C)CNc1nc2ccccc2nc1N1CCN(Cc2cc(Cl)ccc2Cl)CC1.O=C(O)C(F)(F)F,Active,IC50,6030.0,5.219682687859849
257,127024551,CC(O)c1ccc(OC2CCN(c3nc4cnccc4nc3NC3CC3)CC2)cc1.O=C(O)C(F)(F)F,Active,IC50,6040.0,5.218963061378869
258,127024390,COc1ccc(Nc2nc3ccccc3nc2N2CCN(Cc3cccc(Cl)c3)CC2)cc1.O=C(O)C(F)(F)F,Active,IC50,6140.0,5.211831628858832
259,127024462,O=C(O)C(F)(F)F.O=C(c1cc(Cl)ccc1Cl)N1CCN(c2nc3ccccc3nc2NC2CCCC2)CC1,Active,IC50,6150.0,5.211124884224583
260,118159182,CO[C@H](C)C(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Active,IC50,6600.0,5.180456064458131
261,127024203,O=C(O)C(F)(F)F.O=C(c1cc(Cl)ccc1Cl)N1CCN(c2nc3ccccc3nc2NC2CC2)CC1,Active,IC50,6640.0,5.1778319206319825
262,127024825,O=C(O)C(F)(F)F.O=C(c1cccs1)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,6750.0,5.170696227168975
263,90038923,N#Cc1cccc(C(=O)C2CCN(c3nc4cnccc4nc3NC3CC3)CC2)c1,Active,IC50,7210.0,5.142064735280571
264,127024128,N#Cc1cccc(C(=O)C2CCN(c3nc4cnccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,7210.0,5.142064735280571
265,127024392,COc1ccc(Br)c(C(=O)N2CCN(c3nc4ccccc4nc3NC3CC3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,7550.0,5.1220530483708115
266,127024650,Clc1cccc(CN2CCN(c3nc4cccnc4nc3Nc3ccccc3)CC2)c1.O=C(O)C(F)(F)F,Active,IC50,7670.0,5.115204636051018
267,118159176,CO[C@@H](C)C(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Active,IC50,8300.0,5.080921907623926
268,127024836,O=C(O)C(F)(F)F.O=C(c1ccc(F)c(F)c1)C1CCN(c2nc3cnccc3nc2NC2CC2)CC1,Active,IC50,8390.0,5.076238039171299
269,118159272,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(C(F)c4ccc(F)cc4F)CC3)nc2C1,Active,IC50,8500.0,5.070581074285707
270,118159276,CC(C)Nc1nc2c(nc1N1CCC(C(=O)c3cc(Cl)ccc3F)CC1)CN(C)CC2,Active,IC50,8800.0,5.055517327849831
271,118159362,CN(C)C(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Active,IC50,9100.0,5.040958607678906
272,118159174,CN1CCc2nc(NC3CC3)c(N3CCC(C(F)c4ccc(F)cc4F)CC3)nc2C1,Active,IC50,9400.0,5.026872146400301
273,90038663,O=S(=O)(c1ccccc1)N1CCN(c2nc3cc(F)ccc3nc2NC2CC2)CC1,Active,IC50,9440.0,5.025028005701931
274,118159151,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(C(=O)c4cc(Cl)ccc4F)CC3)nc2C1,Active,IC50,9800.0,5.008773924307505
275,118159250,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)N(C)C)C2,Inactive,IC50,10400.0,4.982966660701219
276,118159264,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1S(C)(=O)=O,Inactive,IC50,10400.0,4.982966660701219
277,118159387,CC(C)Nc1nc2c(nc1N1CCC([C@H](F)c3ccc(F)cc3F)CC1)CCN(C=O)C2,Inactive,IC50,11400.0,4.943095148663527
278,118159394,CC(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,11500.0,4.939302159646388
279,118159402,COc1ccc(OC2CCN(c3nc4c(nc3NC3CCC3)CCN(C(C)=O)C4)CC2)c(F)c1,Inactive,IC50,12000.0,4.920818753952375
280,118159216,CC(=O)N1CCc2nc(N3CCC(C(F)c4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,13400.0,4.872895201635193
281,118159326,CC(C)Nc1nc2c(nc1N1CCC(C(=O)c3cc(Cl)ccc3F)CC1)CCN(C)C2,Inactive,IC50,13700.0,4.863279432843593
282,118857198,CC(C)Nc1nc2c(nc1N1CCC(Oc3cc(Cl)ccc3F)CC1)CCN(C)C2,Inactive,IC50,13700.0,4.863279432843593
283,131972585,CC(=O)N1CCc2nc(N3CCC(Oc4cc(Cl)ccc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,13800.0,4.860120913598763
284,118159332,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C(=O)N(C)C)CC2,Inactive,IC50,13800.0,4.860120913598763
285,118159378,COc1ccc(OC2CCN(c3nc4c(nc3NC3CCC3)CCN(C(=O)N(C)C)C4)CC2)c(F)c1,Inactive,IC50,13800.0,4.860120913598763
286,118159221,COCCNC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,14900.0,4.826813731587726
287,118159243,CN1CCc2nc(NC3CC3)c(N3CCC([C@H](F)c4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,15200.0,4.818156412055227
288,118159196,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CCN(C(=O)N(C)C)C4)CC2)c(F)c1,Inactive,IC50,16600.0,4.779891911959945
289,118159339,COC(C)C(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,16800.0,4.774690718274137
290,118159372,CC(C)Nc1nc2c(nc1N1CCC(C(F)c3ccc(F)cc3F)CC1)CN(C)CC2,Inactive,IC50,17100.0,4.767003889607846
291,118159392,COCC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,17300.0,4.761953896871205
292,118159231,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)C1CCCO1)C2,Inactive,IC50,17900.0,4.747146969020107
293,118159337,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C(=O)CC#N)CC2,Inactive,IC50,18000.0,4.7447274948966935
294,118159308,CO[C@H](C)C(=O)N1Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CC1C,Inactive,IC50,18500.0,4.732828271596986
295,118159203,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C(=O)C1CCCO1)CC2,Inactive,IC50,19500.0,4.709965388637482
296,118159153,CC(C)Nc1nc2c(nc1N1CCC(C(F)c3ccc(F)cc3F)CC1)CCN(C(=O)N(C)C)C2,Inactive,IC50,19700.0,4.705533773838407
297,118159377,COc1ccc(OC2CCN(c3nc4c(nc3NC3CCC3)CN(C(C)=O)CC4)CC2)c(F)c1,Inactive,IC50,19900.0,4.701146923590294
298,118159270,CO[C@@H](C)C(=O)N1Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CC1C,Inactive,IC50,20900.0,4.679853713888946
299,118159241,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1C(=O)C(F)F,Inactive,IC50,22100.0,4.655607726314889
300,118159295,COCC(=O)N1Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CC1C,Inactive,IC50,23000.0,4.638272163982407
301,118159391,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1C,Inactive,IC50,23200.0,4.634512015109101
302,118159126,CC(C)Nc1nc2c(nc1N1CCC([C@@H](F)c3ccc(F)cc3F)CC1)CCN(C=O)C2,Inactive,IC50,23600.0,4.627087997029894
303,118159294,CC(C)Nc1nc2c(nc1N1CCC(C(F)c3ccc(F)cc3F)CC1)CN(C(=O)N(C)C)CC2,Inactive,IC50,23700.0,4.6252516539898965
304,118159159,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1C(=O)C1CC1,Inactive,IC50,23900.0,4.621602099051862
305,91810771,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,24033.33,4.619186050235256
306,118159180,CC(C)Nc1nc2c(nc1N1CCC(C(=O)c3cc(Cl)ccc3F)CC1)CN(C(=O)N(C)C)CC2,Inactive,IC50,24900.0,4.603800652904264
307,118159131,CC(=O)N1Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CC1C,Inactive,IC50,24900.0,4.603800652904264
308,118159251,CN1CCc2nc(NC3CC3)c(N3CCC([C@@H](F)c4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,26500.0,4.576754126063192
309,118159341,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CCN(C)C4)CC2)c(F)c1,Inactive,IC50,26600.0,4.575118363368933
310,118159322,CN(C)C(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,Inactive,IC50,26900.0,4.570247719997592
311,118159375,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,27000.0,4.568636235841013
312,118159327,CC(=O)N1CCc2nc(N3CCC([C@H](F)c4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,27400.0,4.562249437179612
313,118159148,CCC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,27600.0,4.559090917934783
314,118159178,CC(C)Nc1nc2c(nc1N1CCN(Cc3ccc(F)cc3F)CC1)CCN(S(C)(=O)=O)C2,Inactive,IC50,27900.0,4.554395796726403
315,118159229,CC(C)Nc1nc2c(nc1N1CCN(Cc3ccc(F)cc3F)CC1)CCN(C(=O)C(C)C)C2,Inactive,IC50,29000.0,4.5376020021010435
316,118159334,COCCNC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,29800.0,4.525783735923745
317,118159344,CC(C)Nc1nc2c(nc1N1CCC(C(F)c3ccc(F)cc3F)CC1)CCN(C)C2,Inactive,IC50,30300.0,4.518557371497695
318,118159125,CCC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,30900.0,4.510041520575165
319,118159260,CC1Cc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CN1C(=O)N(C)C,Inactive,IC50,31400.0,4.503070351926785
320,118159324,COc1ccc(OC2CCN(c3nc4c(nc3NC3CCC3)CN(C(=O)N(C)C)CC4)CC2)c(F)c1,Inactive,IC50,32500.0,4.488116639021126
321,118159213,CC(C)Nc1nc2c(nc1N1CCC(C(=O)c3cc(Cl)ccc3F)CC1)CCN(C(=O)N(C)C)C2,Inactive,IC50,32700.0,4.485452247339714
322,118857197,CC(C)Nc1nc2c(nc1N1CCC(Oc3cc(Cl)ccc3F)CC1)CCN(C(=O)N(C)C)C2,Inactive,IC50,32700.0,4.485452247339714
323,118159393,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CN(C(=O)N(C)C)CC4)CC2)c(F)c1,Inactive,IC50,35000.0,4.455931955649724
324,118159309,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC3CC(F)(F)C3)nc2C1,Inactive,IC50,35900.0,4.444905551421681
325,118159318,CC(=O)N1CCc2nc(N3CCC([C@@H](F)c4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,37800.0,4.422508200162775
326,118159320,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)c1ccno1)C2,Inactive,IC50,38700.0,4.412289034981089
327,118159189,CCC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(N[C@H]3CCOC3)nc2C1,Inactive,IC50,39200.0,4.406713932979542
